Producto,Kcal,Grasa,Carbohidratos,Proteina,Sal,Supermercado,Saturada%,Azucares%
Chocoaros White,511.00000000000006,25.0,64.0,6.4,0.5,dia,50.4,56.25
Queso de Cabra con Pimentón,425.0,37.3,1.0,21.2,0.0,dia,67.82841823056302,0.0
Choco Pillows,446.0,12.8,68.0,8.2,0.0,dia,33.59374999999999,47.5
Queso Maasdam,358.0,27.1,0.0,28.4,0.0,dia,67.89667896678966,
Rodajas de Piña en Almíbar Ligero,64.0,0.0,15.0,0.4,0.08,dia,,76.66666666666667
Salsa César,299.0,28.2,7.5,2.9,2.54,dia,17.375886524822697,62.66666666666667
Aros de Chocolate Blanco,518.0722891566264,25.301204819277107,63.85542168674698,6.024096385542168,0.6024096385542168,dia,57.14285714285714,45.28301886792453
Huevos de Gallinas Camperas,128.0,8.4,0.5,13.1,0.38,dia,33.33333333333333,100.0
Tomate Troceado,19.0,0.0,3.3000000000000003,0.8,0.32,dia,,90.9090909090909
Chorizo de León Picante,465.00000000000006,38.7,2.5,26.700000000000003,2.75,dia,39.01808785529715,40.0
Pechuga de Pavo Bajo en Grasa,71.0,1.5,1.0,13.5,1.8500000000000003,dia,26.666666666666668,50.0
Arroz Inflado Sabor Chocolate ,381.0,3.0,79.0,7.5,1.0,dia,60.00000000000002,29.87341772151899
"Pan de Molde sin Corteza (22,5g)",231.1111111111111,2.6666666666666665,41.77777777777778,8.444444444444445,0.0,dia,16.666666666666664,9.574468085106384
Pimientos Rojos Asados en Tiras,33.0,0.7,6.5,1.3,0.0,dia,0.0,52.30769230769232
Magdalena Redonda,400.0,17.941176470588236,54.11764705882353,5.0,0.0,dia,11.475409836065571,57.06521739130434
Galletas Tostaditas,459.0,15.0,74.0,5.7,0.73,dia,9.333333333333332,32.432432432432435
Longaniza 100% Pollo,155.0,10.4,0.5,14.800000000000002,1.48,dia,32.69230769230769,140.0
Patata Amandine,80.0,0.34,16.7,1.8000000000000005,0.05,dia,27.64705882352941,5.149700598802395
Hogaza Centeno 30% y Avena 6%,287.0,2.9,53.29999999999999,8.2,1.26,dia,17.24137931034483,6.56660412757974
Tomate Frito con Aceite de Oliva,76.0,3.3000000000000003,9.5,1.5,0.95,dia,15.151515151515149,68.42105263157895
Ice Tea Melocotón,24.0,0.0,5.8,0.0,0.02,dia,,100.0
Helado Cono Nata y Trufa,288.88888888888886,15.07936507936508,33.96825396825396,3.968253968253968,0.0,dia,0.0,0.0
Chocolate con Leche y Avellanas,554.0,36.0,48.0,8.0,0.0,dia,50.0,8.333333333333332
Jamón Cocido Braseado,99.0,3.2,0.9000000000000001,16.7,0.01,dia,28.125,66.66666666666666
Pizza 4 Quesos,254.0,10.7,27.0,11.5,1.3,dia,49.53271028037384,10.0
Barritas de Cereales con Manzana y Albaricoque,480.0,24.0,55.49999999999999,6.5,0.2,dia,66.66666666666666,0.900900900900901
Barrita de Cereales con Avellanas,432.0,14.400000000000002,64.8,9.2,0.4,dia,30.55555555555556,33.95061728395062
Pan de Molde Integral de Trigo sin Corteza,221.0,3.9,34.0,9.0,1.0,dia,25.64102564102565,8.823529411764707
Jamón Cocido Finas Lonchas,88.0,1.5,2.0,16.5,0.0,dia,33.33333333333333,90.00000000000003
Fideo Entrefino,349.0,1.5,70.0,12.0,0.0,dia,20.0,7.142857142857142
Tortita de Maíz con Chocolate Negro,450.0,12.0,76.0,7.7,1.5,dia,55.833333333333336,23.684210526315788
Champiñones Enteros,22.0,0.0,1.0,2.4,0.6,dia,,20.0
Maxi Pavo,129.0,5.5,10.0,10.0,2.0,dia,27.27272727272727,15.0
Pan Rústico ,385.0,4.0,70.5,13.999999999999998,4.0,dia,12.5,7.092198581560284
Zanahoria en Tiras,49.0,0.2,8.6,1.9,5.0,dia,50.0,72.09302325581396
Pizza Atún y Bacon ,241.0,8.3,29.0,12.0,1.5,dia,42.16867469879519,6.896551724137931
Chocolate Negro sin Azúcar,461.00000000000006,33.0,48.0,6.0,0.0,dia,63.63636363636363,1.0416666666666663
Minitortilla con Cebolla,161.0,10.4,10.6,5.3,0.0,dia,15.384615384615383,8.49056603773585
Yogur con Frutas Desnatado Fresa,40.0,0.08,5.92,3.92,0.0,dia,100.0,79.72972972972974
Pate de Atún,231.0,18.7,1.9,13.5,0.0,dia,0.0,0.0
Remolacha en Rodajas,39.0,0.1,7.8,1.8000000000000005,0.0,dia,0.0,0.0
Cacahuetes con Miel ,587.0,44.0,23.0,22.0,0.8,dia,12.954545454545457,65.21739130434783
Panceta Curada,432.0,40.0,2.0,16.0,2.0,dia,35.0,100.0
Gouda sin Lactosa,371.0,31.0,0.0,23.0,1.6,dia,64.51612903225806,
Pepinillos y Cebollitas ,30.0,0.4,4.8,1.2,0.0,dia,0.0,16.666666666666668
Judía Verde Redonda,39.0,0.1,6.1,1.9,0.0,dia,0.0,19.672131147540984
Filetes de Caballa del Sur en Aceite de Girasol ,180.95238095238096,6.19047619047619,0.1587301587301587,29.52380952380953,0.0,dia,20.512820512820515,0.0
Espárrago Corto Verde Delgado,27.0,0.5,2.3,2.6,0.8500000000000001,dia,20.0,43.47826086956522
Sandwich York,129.0,5.0,11.0,10.0,2.2,dia,36.00000000000001,22.727272727272727
Rodaja de Pez Espada ,123.0,5.4,0.75,17.7,0.9000000000000001,dia,27.77777777777777,0.0
Colas de Gambón Peladas Crudas Congeladas ,99.0,0.4,2.8,21.0,0.0,dia,0.0,0.0
Yogur Griego Natural Ligero,69.0,2.0,6.7,6.0,0.18,dia,65.0,100.0
Yogur Desnatado Cremoso Melocotón,40.0,0.24,5.2,4.24,1.2,dia,33.333333333333336,98.46153846153844
Merluza del Cabo sin Piel,73.0,0.3,1.0,16.5,0.32,dia,33.333333333333336,0.0
Salsa Bechamel,159.0,11.5,10.4,3.1,0.0,dia,0.0,40.38461538461539
Arándanos Deshidratados,363.0,0.5,86.0,0.0,0.0,dia,20.0,75.5813953488372
Salmorejo,83.0,6.1,5.1,1.1,0.8,dia,13.114754098360656,52.941176470588246
"Salteado de Gambas, Ajetes y Espárragos",26.0,0.3,1.3,3.2,1.82,dia,33.333333333333336,0.0
Yogur con Frutas Desnatado Manzana,49.0,0.2,6.1,4.2,0.13,dia,50.0,90.1639344262295
Galletas Pastas,480.0,20.0,69.0,6.0,0.0,dia,60.0,30.43478260869566
Galleta Desayuno Integral sin Azúcares,338.9830508474576,12.88135593220339,43.05084745762712,4.745762711864407,0.0,dia,50.0,0.7874015748031495
Yogur Griego con Fresa,142.4,7.840000000000001,15.04,3.04,0.32,dia,65.3061224489796,97.87234042553192
Cuscus,149.0,0.3,29.5,5.9,0.0,dia,33.333333333333336,3.389830508474576
Galletas Digestive Chocolate,498.00000000000006,23.5,64.2,6.0,0.0,dia,54.04255319148936,36.7601246105919
Calamar Troceado,49.0,0.4,0.1,11.2,0.0,dia,74.99999999999999,100.0
Camembert,265.0,21.0,0.0,19.0,1.3,dia,71.42857142857143,
Zumo de Piña Light,28.000000000000004,0.1,6.6000000000000005,0.2,0.08,dia,0.0,75.75757575757575
Merluza Argentina sin Piel ,75.0,1.3,0.8,15.0,0.0,dia,38.46153846153846,0.0
Pan con 8 Cereales y Semillas,268.0,3.2,48.0,9.6,2.48,dia,25.0,5.0
Alubias Blanca,80.0,0.6,10.4,4.8,0.0,dia,0.0,0.0
Yogur con Frutas Desnatado Piña,45.0,0.1,6.0,4.3,0.15,dia,100.0,95.0
Burguer Meat Pavo y Pollo,174.0,11.5,1.4,16.0,5.75,dia,40.0,21.42857142857143
Ensalada Brooklyn,208.0,13.0,18.0,4.7,0.7,dia,21.538461538461537,46.11111111111112
Judías Verdes Redondas Finas,23.0,0.5,2.1,1.3,0.7,dia,20.0,38.095238095238095
Gamba Mediana Pelada Cruda,62.0,0.2,0.0,15.0,0.0,dia,0.0,
Queso para Untar Light,188.0,14.6,4.2,9.9,2.25,dia,69.86301369863014,45.238095238095234
Chocolate con Leche,540.0,31.2,57.2,7.200000000000001,0.0,dia,70.51282051282051,96.5034965034965
Gorgonzola,325.0,27.0,0.9000000000000001,19.4,0.0,dia,71.85185185185185,11.11111111111111
Palitos de Surimi,97.0,2.8,9.7,8.3,1.8000000000000005,dia,14.285714285714288,20.61855670103093
Rúcula,30.0,0.6,1.7000000000000002,3.3000000000000003,0.16,dia,16.666666666666668,17.64705882352941
Alcachofa Troceada,62.0,0.1,7.5,2.3,0.0,dia,0.0,77.33333333333333
Pepinillos Sabor Anchoa ,19.0,0.1,2.4,1.5,3.5000000000000004,dia,0.0,66.66666666666667
Zumo de Mandarina,41.0,0.1,8.7,0.9000000000000001,0.0,dia,0.0,100.0
Snack Maniac! Palomitas Sal,399.0,16.0,50.5,8.8,4.0,dia,46.875,2.376237623762376
Dulce de Membrillo ,242.0,0.0,58.6,0.3,0.0,dia,,0.0
Rosquillas Glaseadas,409.6153846153846,24.03846153846154,41.92307692307693,5.384615384615384,0.9423076923076924,dia,49.6,38.07339449541284
Aceitunas Gordal Aliñadas ,190.0,20.0,0.0,1.1,4.5,dia,16.0,
Rallado 4 Quesos,329.0,24.5,1.8000000000000005,24.8,1.5,dia,70.61224489795919,27.777777777777768
Cereales Rellenos de Chocolate,433.3333333333333,14.000000000000002,66.66666666666666,7.666666666666666,0.7333333333333333,dia,28.57142857142857,45.00000000000001
Queso para Untar Natural,244.0,22.6,3.0,6.6000000000000005,0.0,dia,65.48672566371681,93.33333333333331
Edulcorante Líquido,2.0,0.0,0.6,0.0,0.0,dia,,0.0
Pan de Pueblo Integral,256.0,3.5000000000000004,44.5,9.0,0.99,dia,22.857142857142858,8.539325842696629
Empanadillas de Bonito,258.51063829787233,11.27659574468085,32.34042553191489,6.063829787234043,0.0,dia,31.132075471698105,6.578947368421054
Patatas Fritas Tradicionales,570.0,38.3,48.5,7.7,0.0,dia,12.271540469973893,0.8247422680412372
Chocolate Negro con Avellanas Enteras,549.0,37.8,42.1,8.2,0.15,dia,44.973544973544975,86.4608076009501
Turrón de Jijona,556.0,37.5,36.0,15.0,0.0,dia,8.533333333333335,85.55555555555556
Tostadas,259.0,3.0,48.0,9.0,0.0,dia,16.666666666666664,8.333333333333332
Queso Fresco Batido Desnatado,47.0,0.4,3.4000000000000004,7.1,0.1,dia,74.99999999999999,100.0
Atún Claro Oliva,224.00000000000003,15.0,0.0,22.0,3.75,dia,14.666666666666666,
Mini Empanadillas de Bonito,241.0,10.5,30.0,6.3,0.6,dia,39.04761904761904,17.333333333333336
Chistorra de Navarra,425.0,39.6,1.5,15.6,6.32,dia,48.98989898989898,33.33333333333333
Queso Fundido en Porciones Light,156.0,10.7,3.6000000000000005,11.2,0.0,dia,66.35514018691589,100.0
Gofres,468.0,25.2,53.29999999999999,6.0,1.32,dia,60.31746031746032,52.53283302063792
Pizza 6 Quesos,265.0,13.0,23.0,13.0,1.6,dia,51.53846153846155,13.478260869565217
Masa Fina para Pizza,277.0,6.7,46.1,7.200000000000001,1.9,dia,8.955223880597014,1.952277657266812
Mortadela,249.00000000000003,21.0,7.000000000000001,8.0,1.7000000000000002,dia,35.714285714285715,7.142857142857142
Yogur Líquido Fresa,29.0,0.1,3.6000000000000005,2.9,0.25,dia,100.0,91.66666666666666
Albóndigas de Cerdo,267.0,21.7,3.5000000000000004,14.400000000000002,2.5,dia,39.1705069124424,42.85714285714285
Salsa Arrabiata,55.00000000000001,2.1,6.5,1.6,0.8199999999999998,dia,9.523809523809524,66.15384615384615
Helado,343.3333333333333,15.0,47.0,4.666666666666666,0.3833333333333333,dia,42.22222222222221,46.80851063829788
L. Casei Natural,70.0,1.6,10.7,2.6,0.11,dia,62.5,98.13084112149534
Crema de Queso Camembert,251.0,25.0,0.5,12.0,0.0,dia,63.2,900.0
Espinacas Cortadas Ultracongeladas,20.88888888888889,0.0,1.6888888888888889,2.488888888888889,0.1466666666666666,dia,,18.421052631578945
Patatas Fritas Light,488.0,24.0,59.20000000000001,6.800000000000001,0.0,dia,45.0,0.0
Yogur Griego Desnatado Natural Edulcorado,55.2,2.592,2.392,6.48,0.0,dia,0.0,73.57859531772576
Yogur Sabor Piña Desnatado,40.0,0.4,5.36,3.76,0.0,dia,80.0,91.04477611940298
Helado Cookie Dough,250.0,13.0,29.0,3.1,0.0,dia,66.92307692307692,75.86206896551724
Yogurt Descremado,40.8,0.0,6.0,4.24,0.0,dia,,92.0
Pan de Leche,340.0,11.142857142857142,51.14285714285713,8.571428571428571,1.4,dia,20.51282051282051,21.78770949720671
Acelgas,15.0,0.5,1.5,0.8,0.5,dia,0.0,86.66666666666667
Sardinas en Salsa de Tomate,196.0,11.9,1.6,19.0,1.25,dia,8.403361344537814,0.0
Caldo de Verduras,5.0,0.3,0.4,0.1,2.5,dia,66.66666666666667,100.0
Baguettes Jamón y Queso,217.0,6.2,28.000000000000004,11.0,1.3,dia,56.451612903225815,7.857142857142857
Pan Especial Integral Con Cereales,259.0,2.7,41.0,12.0,1.0,dia,29.629629629629623,18.536585365853657
Yogur Griego Desnatado Edulcorado,50.4,0.08,6.0,6.48,0.0,dia,100.0,92.0
Yogur Bifidus con Mango,95.0,2.7,13.900000000000002,3.1,0.0,dia,62.96296296296296,95.68345323741006
Lomo de Sajonia,110.0,3.5000000000000004,4.5,15.0,0.0,dia,0.0,0.0
Margarina Vegetal Vitaminada,540.0,60.0,1.0,0.0,0.0,dia,25.0,100.0
Helado de Hielo con Frutas,73.33333333333333,0.0,18.444444444444446,0.0,0.0,dia,,100.0
Crispy Chicken,190.0,6.18,20.3,13.3,1.1,dia,19.25566343042071,2.463054187192118
Garbanzo Categoría Extra,97.0,1.9,12.0,5.7,0.04,dia,21.05263157894737,4.166666666666666
Pulpo Cocido Congelado,91.0,0.6,1.0,20.4,0.0,dia,0.0,0.0
Copos de Arroz y Trigo Integral,374.0,1.2,76.8,12.7,0.0,dia,58.333333333333336,22.265625000000004
Queso Fundido en Porciones,243.2,19.84,7.04,8.959999999999999,1.7920000000000005,dia,70.96774193548387,100.0
Filete de Bacalao,59.0,1.5,0.0,11.3,3.75,dia,6.666666666666667,
Cacao Instantáneo ,74.0,1.8000000000000005,10.4,3.7000000000000006,0.4,dia,61.11111111111111,98.07692307692308
Salsa Yogur,243.00000000000003,21.2,9.8,2.3,1.06,dia,13.20754716981132,31.632653061224485
Harina de Trigo,346.0,1.3,73.1,10.3,0.02,dia,15.384615384615383,0.8207934336525308
Chocolate Negro con Almendras Enteras,527.0,37.0,38.0,10.0,0.05,dia,43.24324324324324,92.10526315789474
Pizza,257.0,13.0,23.0,11.0,1.3,dia,49.23076923076923,10.869565217391305
Pétalos de Trigo y Chocolate,388.0,4.4,75.0,9.1,0.34,dia,22.727272727272727,32.0
Tomate Triturado Categoría Extra,22.0,0.0,3.7000000000000006,1.0,0.39,dia,inf,75.67567567567566
Queso para Untar ,251.0,23.8,3.0,5.5,0.0,dia,70.58823529411765,100.0
Mini Sándwich de Nata,235.48387096774195,7.741935483870968,41.935483870967744,5.806451612903226,0.967741935483871,dia,75.0,10.769230769230766
Sopa de Ave con Fideos,28.8,0.2,4.4,1.0,2.248,dia,0.0,2.727272727272726
Barritas de Cereales con Chocolate,404.0,10.4,70.4,6.0,0.0,dia,46.15384615384615,43.18181818181818
Bebida de Arroz,53.0,0.8,11.0,0.5,0.1,dia,12.5,33.63636363636364
Judias Verdes Planas,15.0,0.5,1.9,1.0,2.5,dia,20.0,26.31578947368421
Trigo Inflado con Miel,396.0,3.5000000000000004,80.7,7.9,0.0,dia,28.57142857142857,50.6815365551425
Guisantes Muy Finos,76.0,1.0,7.400000000000001,6.0,0.61,dia,30.0,18.91891891891892
Bifidus con Fresa 0%,45.0,0.0,6.4,4.7,0.17,dia,,92.1875
Paleta Cocida,120.0,4.0,2.0,19.0,2.2,dia,25.0,75.0
Mini Tostas,384.0,2.4,76.9,11.8,0.0,dia,54.16666666666667,4.161248374512354
Margarina Light 40% MG,365.0,40.0,1.0,0.2,0.0,dia,22.5,100.0
Helado de Vainilla y Caramelo,206.0,7.5,32.0,2.5,0.42,dia,92.0,84.375
Cola 0%,1.0,0.0,0.1,0.0,0.0,dia,,100.0
Rodajas de Merluza Argentina,82.0,1.8000000000000005,0.9000000000000001,15.0,0.0,dia,33.33333333333332,0.0
Wok de Verduras,51.0,0.9000000000000001,6.9,2.8,0.15,dia,11.11111111111111,52.17391304347827
Fuet Extra,432.0,36.0,2.1,25.0,3.5000000000000004,dia,36.11111111111111,100.0
Cheesecake,276.0,16.4,29.0,3.1,0.3,dia,80.48780487804879,95.17241379310344
Fideos Oriéntales Sabor Pollo ,93.44262295081968,3.278688524590164,13.278688524590162,2.459016393442623,0.0,dia,45.00000000000001,6.17283950617284
Maria Fibra Integral,443.0,15.0,67.0,7.000000000000001,0.0,dia,51.33333333333333,31.343283582089555
Mermelada de Melocotón Extra,197.0,0.0,48.0,0.5,0.0,dia,,96.875
Natillas con Galleta,134.0,3.0,24.0,2.6,0.38,dia,66.66666666666666,87.5
Conos de Maíz Sabor Queso y Bacon,516.0,23.0,64.8,8.0,0.01,dia,60.0,2.314814814814815
Paté a la Pimienta,308.0,28.300000000000004,0.9000000000000001,12.4,3.0,dia,25.088339222614835,55.55555555555555
Colines Integrales ,402.0,2.7,80.6,11.5,1.78,dia,14.814814814814811,3.101736972704715
Copa Chocolate y Nata,136.52173913043478,5.739130434782608,18.086956521739133,3.0434782608695654,0.0,dia,65.15151515151516,91.82692307692308
Mini Mozzarella,218.00000000000003,16.0,0.5,18.0,0.0,dia,77.5,200.0
Paleta Curada,237.0,15.3,1.0,24.0,0.0,dia,37.908496732026144,100.0
Mousse de Yogur,153.0,9.4,14.000000000000002,3.0,0.0,dia,0.0,0.0
Galletas Tostadas,430.7692307692308,9.23076923076923,75.3846153846154,7.6923076923076925,0.6153846153846154,dia,16.666666666666664,24.489795918367346
Frankfurt con Queso,223.0,18.0,2.2,13.0,2.0,dia,33.33333333333333,68.18181818181817
Albóndigas con Tomate y Patatas,174.0,11.5,10.1,7.200000000000001,0.0,dia,18.26086956521739,21.782178217821784
"Zumo de Melocotón, Manzana y Uva",47.0,0.0,10.6,0.4,0.0,dia,,98.11320754716982
Nachos Tex Mex,498.00000000000006,24.0,61.0,6.800000000000001,1.0,dia,16.25,3.4426229508196724
Cabeza de Jabalí,289.0,25.0,0.0,16.0,0.01,dia,25.6,inf
Cono Nata Chocolate,288.88888888888886,15.07936507936508,33.96825396825396,3.968253968253968,0.5079365079365079,dia,79.99999999999997,70.56074766355141
Chocolate con Leche sin Azúcares Añadidos,463.0,32.0,57.99999999999999,5.2,0.13,dia,62.5,11.551724137931036
Salsa de Ajo,399.0,41.9,4.4,1.1,0.97,dia,13.365155131264917,75.0
Pollo Pincho,108.0,1.9,1.8000000000000005,20.0,1.5,dia,31.57894736842105,33.33333333333332
Pechuga Empanada,143.0,1.9,14.000000000000002,18.0,0.78,dia,31.57894736842105,6.42857142857143
Paleta de Cebo Ibérica,338.0,26.0,0.0,26.0,4.4,dia,43.07692307692307,
Maíz para Palomitas,352.0,3.8,66.3,8.6,0.15,dia,60.526315789473685,4.374057315233785
Alitas de Pollo Adobadas,155.0,10.4,1.2,14.099999999999998,1.44,dia,31.73076923076924,66.66666666666667
Sardinillas en Tomate,160.22727272727272,7.954545454545454,2.0454545454545454,20.0,0.0,dia,22.857142857142858,50.0
Figuritas de Merluza,225.0,9.5,25.4,8.7,2.2,dia,12.63157894736842,7.086614173228349
Yogur con Manzana 0%,50.0,0.2,6.1,4.2,0.32,dia,50.0,90.1639344262295
Palomitas para Microondas con Sal,391.0,15.8,44.0,9.4,5.0,dia,44.30379746835443,2.272727272727273
Grissinis,419.00000000000006,7.9,72.0,13.2,2.0,dia,37.974683544303794,3.888888888888889
Pepinillos Pequeños,14.000000000000002,0.5,0.5,1.0,3.0,dia,80.0,20.0
Almendra Cruda Natural sin Piel,613.0,52.5,8.7,21.4,0.05,dia,7.428571428571429,52.87356321839081
Fideuá,349.0,1.5,70.0,12.0,0.03,dia,20.0,4.142857142857142
Fusilli,351.0,1.0,70.0,14.000000000000002,0.02,dia,30.0,5.714285714285714
Chocoaros Chocolate Negro ,506.0240963855422,26.506024096385545,61.44578313253011,6.024096385542168,0.4819277108433734,dia,54.54545454545453,50.98039215686276
Helado de Frutas del Bosque,111.0,3.6000000000000005,17.7,1.7000000000000002,0.0,dia,58.33333333333333,94.35028248587572
Salchichón Ibérico,401.0,32.9,1.6,24.5,0.01,dia,30.091185410334347,56.25
Café con Leche,227.0,3.6000000000000005,30.7,17.7,0.7,dia,66.66666666666666,72.31270358306189
Arroz con Leche con Canela,136.0,3.7000000000000006,22.4,3.1,0.2,dia,64.86486486486484,66.0714285714286
Leche Fresca Semidesnatada,44.0,1.5,4.6,3.0,0.13,dia,66.66666666666666,100.0
"Barrita de Cereales con Albaricoque, Manzana y Pasas ",380.0,6.0,74.4,5.2,0.0,dia,46.66666666666666,40.32258064516129
Palomitas para Microondas Sabor Mantequilla,338.0,8.9,45.0,8.3,2.25,dia,41.57303370786518,2.2222222222222223
Flan de Queso,144.0,6.6000000000000005,16.6,4.5,0.0,dia,69.69696969696969,98.79518072289156
Salsa Burger,141.0,9.3,13.0,0.6,1.25,dia,10.75268817204301,80.76923076923077
Natillas de Chocolate con Bizcocho ,158.0,4.5,26.0,3.4000000000000004,0.2,dia,64.44444444444444,81.15384615384616
Snack Patata,524.0,31.0,55.00000000000001,4.8,4.25,dia,9.35483870967742,1.4545454545454544
Regañas con Sésamo,417.0,8.2,74.7,10.6,2.25,dia,43.902439024390254,0.0
Yogur Desnatado Cremoso Fresa,40.0,0.24,5.2,4.24,0.0,dia,100.0,0.0
Palitos de Mar,112.0,1.2,18.7,6.5,0.0,dia,0.0,0.0
Pan de Molde Multicereales,264.0,5.2,42.4,9.6,0.0,dia,15.384615384615383,8.49056603773585
Selección 5 Brotes,18.0,0.5,0.2,2.4,0.0,dia,20.0,100.0
Mini Almendrado,360.0,24.000000000000004,31.142857142857142,4.0,0.0,dia,58.333333333333336,89.90825688073396
Filetes de Bacalao con Piel,62.0,1.5,0.0,11.3,0.0,dia,6.666666666666667,
Tortellini de Carne ,385.0,8.0,63.0,14.000000000000002,0.0,dia,37.5,2.222222222222222
Muesli Extra,465.00000000000006,18.6,61.0,9.9,0.0,dia,51.075268817204304,30.163934426229503
Lenteja Pardina Categoría Extra,306.0,1.9,36.0,24.0,0.0,dia,15.789473684210526,3.333333333333333
Edamame,134.0,3.3000000000000003,12.0,12.0,0.02,dia,0.0,7.500000000000001
Helado Temptation Almendrado,344.0,22.0,30.0,4.8,0.15,dia,63.63636363636365,90.0
Tarta Whisky,262.0,8.8,41.0,4.7,0.2299999999999999,dia,73.86363636363636,73.17073170731707
Patatas Onduladas,552.0,36.0,48.8,6.2,1.25,dia,11.11111111111111,2.0491803278688527
Yogur Sabor Fresa Desnatado,34.4,0.08,4.8,3.6,0.12,dia,100.0,98.33333333333336
Varitas de Merluza Empanadas,192.0,7.400000000000001,20.3,9.6,0.6,dia,24.324324324324326,4.926108374384236
Patatas Fritas Onduladas,536.0,33.1,51.5,5.5,3.75,dia,11.782477341389727,1.1650485436893203
Salsa Ricotta,85.0,3.9,8.9,3.1,1.1,dia,46.15384615384617,42.69662921348314
Gamba Pelada Cruda Grande,46.0,0.7,0.0,10.0,0.0,dia,14.285714285714288,
Chocolate Postres,496.5034965034965,26.923076923076923,52.09790209790209,6.643356643356643,0.0,dia,59.74025974025973,91.9463087248322
Mezcla de Quesos,350.0,26.0,4.0,25.0,0.0,dia,0.0,0.0
"Zumo Piña, Manzana y Uva",49.0,0.1,11.5,0.4,0.0,dia,0.0,99.1304347826087
Queso Mezcla Tierno Light,262.0,16.5,0.8,27.500000000000004,0.01,dia,53.939393939393945,25.0
Jamón Curado,224.00000000000003,10.1,1.1,31.8,12.0,dia,39.6039603960396,72.72727272727273
Cheddar Extra Mature,416.0,34.9,0.5,25.4,1.8000000000000005,dia,62.17765042979943,100.0
Pan con 15 Cereales y Semillas,284.44444444444446,4.148148148148148,49.18518518518519,9.185185185185183,1.0666666666666669,dia,28.57142857142857,10.240963855421686
Helado de Vainilla con Nueces de Macadamia,255.0,14.7,27.500000000000004,2.6,0.22,dia,60.544217687074834,79.63636363636361
Pan Multicereales,260.0,3.5000000000000004,38.0,13.0,0.0,dia,28.57142857142857,17.36842105263158
Merluza del Cabo Ultracongelada,78.0,1.2,0.6,16.1,0.0,dia,25.0,0.0
Volantinas Parmesana,147.0,4.0,23.0,4.5,0.0,dia,50.0,13.478260869565217
Magdalena Cuadrada Rellena de Crema de Cacao,448.00000000000006,24.0,53.0,4.1,0.21,dia,21.25,64.15094339622641
Bonito del Norte en Aceite de Oliva,156.0,6.9,0.0,23.4,1.2,dia,13.043478260869568,
Pistachos Tostados y Salados,615.0,51.5,12.1,21.6,5.12,dia,11.262135922330096,32.231404958677686
Batido de Fresa,35.0,0.8,4.8,1.9,0.5,dia,62.5,72.91666666666667
Batido de Cacao,76.0,1.6,11.7,3.6000000000000005,0.015,dia,62.5,99.14529914529916
Crema al Cacao,540.0,32.0,56.99999999999999,4.5,0.09,dia,15.625,98.24561403508774
Fibra Flakes,371.0,2.4,71.91,10.6,0.0,dia,33.333333333333336,19.190654985398417
Alubias Rojas Cocidas,83.0,0.7,10.0,6.4,0.6,dia,28.571428571428577,6.0
Filete de Pavo Extratierno,109.0,1.0,3.4000000000000004,21.6,0.69,dia,40.0,0.0
Chorizo Pamplona,443.0,39.8,3.1,18.0,3.5000000000000004,dia,35.92964824120604,29.03225806451613
