Producto,Kcal,Grasa,Carbohidratos,Proteina,Sal,Supermercado,Saturada%,Azucares%
Tortitas de Arroz con Chocolate Blanco Sabor Yogur,466.6666666666667,20.0,63.33333333333333,7.333333333333333,0.7333333333333333,mercadona,60.00000000000001,45.78947368421053
Alubias Rojas Cocidas,89.0,0.4,11.5,6.3,0.8,mercadona,25.0,7.82608695652174
Queso Viejo Tostado,474.0,40.0,1.5,27.0,1.5,mercadona,65.0,33.33333333333333
Pan de Pueblo,245.00000000000003,0.8,51.0,7.5,1.2,mercadona,37.49999999999999,4.509803921568627
Gambas Peladas Medianas,93.0,1.4,0.0,20.1,0.0,mercadona,0.0,
Queso Mozzarella Rallado,281.0,21.0,1.0,22.0,1.0,mercadona,61.90476190476191,80.0
Tortitas de Arroz con Chocolate,476.9230769230769,20.923076923076923,64.61538461538461,6.153846153846154,0.4615384615384615,mercadona,52.94117647058824,43.333333333333336
Tiras de Pollo al Horno,107.0,1.2,0.6,23.4,1.8000000000000005,mercadona,33.333333333333336,100.0
Pistachos,607.0,49.6,11.5,25.0,2.5,mercadona,11.088709677419354,67.82608695652173
Mermelada Fresa Light,40.0,0.0,11.5,0.6,0.0,mercadona,,29.565217391304348
Cous Cous,346.0,1.6,69.0,12.0,0.0,mercadona,25.0,3.6231884057971016
Corazones de Lechuga Romana,24.0,0.1,4.2,1.6,0.0,mercadona,0.0,64.28571428571429
Soja Texturizada,326.0,1.3,20.0,51.0,0.01,mercadona,15.384615384615383,50.0
Pan de Molde 100% Integral ,237.93103448275863,3.103448275862069,37.93103448275862,11.379310344827584,1.0344827586206895,mercadona,22.222222222222225,8.181818181818182
Dorada,77.0,1.0,0.0,17.0,0.0,mercadona,0.0,
Puré de Patata,349.0,0.6,74.0,8.3,0.15,mercadona,66.66666666666667,0.6756756756756757
Contramuslo Deshuesado,130.0,5.6,0.0,20.0,0.22,mercadona,35.714285714285715,
Migas de Coliflor,20.0,0.0,2.5,1.3,0.39,mercadona,,64.0
Cereales Integrales sin Azucar,364.0,1.7000000000000002,76.0,9.6,0.0,mercadona,17.64705882352941,1.710526315789474
Caldo de Verduras 100% Vegetal,5.0,0.6,0.5,0.5,1.7500000000000002,mercadona,33.333333333333336,100.0
+Proteínas Mango,56.66666666666666,0.0833333333333333,5.833333333333333,8.333333333333332,0.25,mercadona,0.0,91.42857142857144
Pasas Sultanas sin Semillas,324.0,1.1,73.0,3.1,0.0,mercadona,36.36363636363637,83.56164383561644
Copos de Maíz,373.0,0.8,82.0,8.0,1.5,mercadona,50.0,1.0975609756097562
Café con Leche (Cápsulas) ,45.71428571428572,1.6428571428571428,5.428571428571429,2.2142857142857144,0.0785714285714285,mercadona,73.91304347826086,25.0
Gnochis ,174.0,0.4,37.6,4.5,0.8699999999999999,mercadona,50.0,0.5319148936170213
+Proteínas Flan,62.0,0.2,5.9,10.0,0.28,mercadona,100.0,67.79661016949152
Crackers Espelta,440.00000000000006,14.499999999999998,55.00000000000001,15.0,1.0,mercadona,10.3448275862069,7.272727272727272
Lasaña Boloñesa,143.0,6.1,14.000000000000002,7.400000000000001,0.73,mercadona,55.73770491803279,25.0
Donut Chocolate,472.7272727272728,30.909090909090907,41.81818181818181,6.363636363636363,0.4,mercadona,70.58823529411765,43.04347826086957
Pan de Espelta Integral,272.1311475409836,4.262295081967213,45.57377049180328,10.163934426229508,2.6885245901639343,mercadona,23.07692307692308,7.913669064748202
Pipas Gigantes Aguasal,636.0,53.7,5.5,28.7,0.0,mercadona,12.66294227188082,78.18181818181817
Jamón Cocido Extra Finas Lonchas,101.0,2.5,0.9000000000000001,18.6,1.9,mercadona,36.00000000000001,100.0
Cintas de Bacon,293.0,25.0,0.5,16.6,5.25,mercadona,39.6,100.0
Azucar Blanco ,400.0,0.0,100.0,0.0,0.0,mercadona,,100.0
Leche de Soja,44.0,2.0,2.8,3.4000000000000004,0.0,mercadona,15.0,100.0
Bebida de Avena ,26.0,0.9000000000000001,3.8,0.6,0.1,mercadona,11.11111111111111,0.0
Picos Integrales,379.0,6.4,60.9,14.000000000000002,2.1,mercadona,12.5,5.090311986863712
Mozzarella Lonchas,290.0,22.0,1.0,22.0,1.0,mercadona,68.18181818181817,0.0
Palomitas de Maíz,393.0,4.6,75.7,12.1,0.0,mercadona,15.217391304347828,0.7926023778071334
Pan Tostado Integral (1),383.33333333333337,5.0,67.5,13.333333333333334,0.0,mercadona,16.666666666666668,6.172839506172839
Regañas,448.00000000000006,15.0,65.0,11.8,1.8000000000000005,mercadona,15.333333333333332,4.0
Aceitunas Negras sin Hueso,125.0,13.0,0.0,0.5,2.5,mercadona,16.923076923076923,
Fritada Pisto,92.0,4.8,10.0,1.2,1.25,mercadona,12.5,80.0
Muesli Crunchy 0% Azúcares 0% Edulcorantes ,401.0,12.0,52.0,8.8,0.08,mercadona,11.666666666666666,6.153846153846154
Filete de Contramuslo de Pavo,101.0,2.4,0.0,20.0,0.31,mercadona,41.66666666666667,
Barra de Pan Integral,253.0,1.7000000000000002,45.0,12.0,0.07,mercadona,23.52941176470588,4.888888888888889
Lentejas Pardinas,89.0,0.4,10.7,8.2,1.0,mercadona,25.0,4.672897196261683
Barritas de Chocolate con Leche,345.0,10.500000000000002,55.00000000000001,5.0,0.5,mercadona,61.9047619047619,43.636363636363626
Copa de Chocolate y Nata +Proteinas,81.33333333333333,2.4,5.0,10.0,0.1066666666666666,mercadona,66.66666666666667,80.0
Combinado de Frutos Secos,494.00000000000006,31.3,36.0,14.400000000000002,0.0,mercadona,10.862619808306713,90.83333333333334
Palmera de Cacao,583.75,36.25,56.25,5.625,0.625,mercadona,72.41379310344827,57.77777777777777
Patata Microondas,70.0,0.1,15.7,1.7000000000000002,0.04,mercadona,0.0,7.32484076433121
Cebolla Troceada,41.0,0.1,7.9,1.2,0.0,mercadona,30.0,70.88607594936708
Magdalenas,451.7241379310345,23.10344827586207,55.51724137931034,5.862068965517241,0.8275862068965517,mercadona,11.940298507462686,54.03726708074535
Patatas Congeladas Corte Fino,156.0,5.0,24.0,2.5,0.0,mercadona,10.0,2.083333333333333
Mermelada de Fresa 0% Azúcares Añadidos ,40.0,0.0,11.5,0.6,0.0,mercadona,,29.565217391304348
Pan Integral,256.0,1.3,49.0,10.0,3.5000000000000004,mercadona,0.0,5.918367346938775
Gelatina 0% Azúcar,1.0,0.0,0.2,0.0,0.14,mercadona,,0.0
+Proteinas Mousse Chocolate,76.0,1.6,5.0,10.0,0.1,mercadona,68.75,80.0
Spaghetti Integral ,345.0,2.4,62.0,13.5,0.01,mercadona,20.833333333333336,5.967741935483872
Mortadela,238.0952380952381,18.0,7.285714285714286,13.0,0.0,mercadona,0.0,0.0
Leche Desnatada + Proteínas,44.0,0.2,4.6,6.0,0.0,mercadona,50.0,100.0
Almendra Tostada sin Sal,628.0,56.99999999999999,3.0,23.0,0.0,mercadona,8.421052631578949,33.33333333333333
Jamón de York,102.0,3.2,7.1,11.3,0.0,mercadona,0.0,0.0
Tomate Frito Receta Artesana,201.0,15.0,14.3,1.6,2.25,mercadona,14.000000000000002,87.4125874125874
Avellana Tostada sin Sal,710.0,68.0,3.0,18.0,0.0,mercadona,7.941176470588236,100.0
Corn Flakes,373.3333333333333,1.0,83.33333333333334,6.666666666666667,1.5000000000000002,mercadona,33.33333333333333,1.2
Pan de Pita Original,243.00000000000003,1.0,48.5,8.4,0.0,mercadona,20.0,3.917525773195876
Queso Especial Fundir,284.0,20.0,7.000000000000001,19.0,9.25,mercadona,75.0,7.142857142857142
Pan de Cereales y Semillas,271.0,5.0,42.0,11.0,0.93,mercadona,12.0,10.476190476190476
Yogur 0% Sabores,35.2,0.08,4.4,4.32,0.128,mercadona,0.0,100.0
Jamoncitos de Pollo,121.0,5.4,0.0,18.0,0.29,mercadona,33.33333333333334,
Pan de Molde Blanco sin Corteza,237.5,2.5,43.92857142857143,8.035714285714286,1.25,mercadona,42.85714285714285,8.94308943089431
Avellana Natural,671.0,63.8,3.9,15.5,0.2,mercadona,9.717868338557995,94.87179487179488
Queso Semicurado,421.0,35.0,1.6,25.0,1.7000000000000002,mercadona,71.42857142857143,31.25
Jamón de Pavo Finas Lonchas,85.0,2.5,1.5,14.000000000000002,0.0,mercadona,36.00000000000001,100.0
Chocolate 99%,610.0,54.0,8.0,15.0,0.0,mercadona,62.96296296296296,12.5
Mantequilla con Sal,734.0,81.0,0.8,0.5,0.0,mercadona,67.90123456790124,100.0
Salmorejo,85.0,6.4,5.1,1.1,0.0,mercadona,14.0625,52.941176470588246
Tofu Firme,110.0,6.9,0.9000000000000001,11.1,0.04,mercadona,17.391304347826086,55.55555555555555
Mix Frutos Rojos,39.0,0.0,5.5,0.9000000000000001,0.0,mercadona,,94.54545454545456
Flan + Proteínas ,62.0,0.2,5.9,10.0,0.17,mercadona,100.0,67.79661016949152
Queso Fresco de Cabra,262.0,21.9,3.4000000000000004,12.7,0.8,mercadona,71.23287671232877,64.70588235294117
Arroz con Verduras ,93.0,0.4,19.0,2.7,0.02,mercadona,25.0,9.47368421052632
Queso de Untar Light,130.0,8.3,4.8,9.0,0.76,mercadona,72.28915662650601,100.0
Burrata,240.0,20.0,1.9,13.0,0.69,mercadona,65.0,105.26315789473684
Fideuá de Marisco,199.0,7.7,24.0,7.7,0.0,mercadona,14.285714285714288,7.083333333333335
Empanadillas de Atún ,255.0,13.5,27.95,5.63,0.0,mercadona,19.62962962962963,4.6869409660107335
+ Proteínas Stracciatella,56.00000000000001,0.5,3.3000000000000003,9.6,0.14,mercadona,60.0,90.9090909090909
Pechuga de Pavo Finas Lonchas Contenido Reducido de Sal,76.0,0.5,1.3,16.5,0.0,mercadona,60.0,100.0
Flan +Proteínas ,62.0,0.2,6.2,10.0,0.17,mercadona,100.0,56.451612903225815
Chocolate Extrafino Negro 85% Cacao,575.0,46.0,21.5,12.0,0.0,mercadona,60.86956521739131,69.76744186046511
Caldo de Cocido,4.0,0.5,1.0,0.5,0.9000000000000001,mercadona,20.0,50.0
Bases de Pizza Artesanas Extrafinas,283.0,4.4,53.400000000000006,6.5,1.25,mercadona,18.181818181818183,3.5580524344569286
Filetes de Lomo,152.0,8.9,0.0,18.0,1.1,mercadona,36.853932584269664,
Altramuces,105.0,1.7000000000000002,9.0,12.0,3.5000000000000004,mercadona,17.64705882352941,0.0
Filete Pechuga de Pavo,103.0,0.9000000000000001,0.0,24.0,0.16,mercadona,55.55555555555555,
Coco Rallado,676.0,64.3,8.9,7.9,0.04,mercadona,94.40124416796267,76.40449438202248
Champiñón Entero,21.0,0.1,1.5,2.8,0.0,mercadona,0.0,20.0
Galleta Maria Dorada,446.4285714285714,14.285714285714288,71.42857142857143,7.142857142857144,0.0,mercadona,12.5,27.5
+Proteínas con Trozos de Fresa,53.333333333333336,0.0833333333333333,5.0,8.333333333333332,0.25,mercadona,0.0,91.66666666666666
Tarta de Queso ,266.0,19.0,18.6,5.1,0.4699999999999999,mercadona,64.73684210526316,139.78494623655914
Ensalada Cesar,115.0,4.1,7.000000000000001,12.0,1.1,mercadona,65.85365853658539,18.57142857142857
Hamburguesa de Lomo,240.0,18.0,0.5,19.0,1.1,mercadona,45.55555555555555,100.0
Gnocchi Quesos,144.0,3.8,23.0,4.1,1.0,mercadona,44.736842105263165,3.043478260869565
Tortitas de Maíz con Chocolate,455.88235294117646,20.0,61.76470588235294,5.88235294117647,0.411764705882353,mercadona,63.23529411764706,52.38095238095239
Spaghetti,361.0,1.5,72.0,13.0,0.01,mercadona,26.666666666666668,4.861111111111112
Patatas Cocidas,53.0,0.0,11.0,1.2,0.67,mercadona,,9.090909090909092
Bebida de Soja Sabor Vainilla  ,32.0,1.5,1.4,3.0,0.06,mercadona,20.0,0.0
Yogur Proteínas ,52.0,0.5,3.1,10.0,0.1,mercadona,20.0,100.0
Garbanzos,90.0,2.2,9.5,5.5,0.8,mercadona,22.727272727272727,7.368421052631578
Gelatina +Proteinas Frutos Rojos,40.0,0.0,0.0,10.0,0.1,mercadona,,
Natillas Vainilla +Proteinas,76.66666666666667,1.5000000000000002,5.833333333333333,10.0,0.1,mercadona,66.66666666666666,61.42857142857142
Parrillada de Verduras,55.00000000000001,0.0,10.0,2.2,0.03,mercadona,,47.0
Espinacas Frescas,22.0,0.8,1.0,2.7,0.14,mercadona,25.0,90.00000000000001
Salsa Mexicana,38.0,0.1,6.800000000000001,1.4,0.9000000000000001,mercadona,0.0,60.29411764705881
Masa Fresca Pizza,270.0,4.2,49.5,8.6,3.75,mercadona,16.666666666666664,7.272727272727273
Chuleta de Contramuslo de Pavo,145.0,7.7,0.0,19.0,0.3,mercadona,33.76623376623377,
Cebolla Frita Crujiente,590.0,44.0,40.0,6.0,1.2,mercadona,47.72727272727273,22.5
Judías Blancas,83.0,0.4,10.7,5.8,0.8,mercadona,25.0,7.476635514018692
Pepino,13.0,0.2,3.0,0.63,0.0,mercadona,0.0,0.0
"Coliflor, Brocoli y Zanahoria",32.0,0.3,3.8,2.1,0.0,mercadona,13.333333333333334,81.57894736842107
Patatas Congeladas Corte Grueso,143.0,4.6,21.0,2.3,0.05,mercadona,10.869565217391305,2.380952380952381
Queso para Untar Light,130.0,8.3,4.8,9.0,0.75,mercadona,54.21686746987952,58.333333333333336
Espárragos Medianos,15.0,0.1,1.6,1.3,1.0,mercadona,0.0,62.5
Salteado de Setas Cultivadas,16.0,0.3,0.5,1.8000000000000005,0.0,mercadona,33.333333333333336,80.0
Bebida de Soja Zero,32.0,1.7000000000000002,0.9000000000000001,3.1,0.25,mercadona,17.64705882352941,66.66666666666666
Nata para Montar,335.0,35.0,3.1,2.0,0.0,mercadona,68.57142857142857,100.0
Medallones de Merluza,75.0,1.3,0.8,15.1,0.38,mercadona,23.07692307692308,0.0
Napolitana Jamón y Queso,263.0,13.0,28.000000000000004,8.0,0.0,mercadona,0.0,0.0
Pechuga de Pollo Finas Lonchas,84.0,1.2,1.3,16.9,1.9,mercadona,33.333333333333336,100.0
Cereales Avena Crunchy Cacao,393.0,6.4,65.0,13.0,0.18,mercadona,25.0,13.846153846153848
Dúo Canónigos y Rúcula,26.0,0.6,2.4,2.1,0.08,mercadona,0.0,75.00000000000003
Pan 12 Cereales y Semillas,263.15789473684214,6.052631578947368,39.47368421052632,10.526315789473683,1.1052631578947367,mercadona,17.391304347826086,8.666666666666668
+Proteínas Mousse Chocolate,76.0,1.6,5.0,10.0,0.1,mercadona,68.75,80.0
Quinoa,389.0,6.1,66.05,14.000000000000002,0.0,mercadona,12.786885245901642,9.568508705526115
Filete Lomo de Cerdo ,152.0,8.9,0.0,18.0,0.15,mercadona,36.853932584269664,
Queso Havarti Light,267.0,17.0,1.6,27.0,1.6,mercadona,70.58823529411765,31.25
Chocolate con Leche (21g),542.8571428571429,32.857142857142854,52.38095238095239,7.6190476190476195,0.0,mercadona,57.971014492753625,100.0
Cereal Mix 0% Azúcares Añadidos ,372.0,2.7,74.8,9.4,0.3,mercadona,25.925925925925924,0.9358288770053476
Gyozas Pollo,165.0,5.6,23.0,5.7,1.6,mercadona,26.785714285714285,11.304347826086955
Gambón,88.0,1.8000000000000005,0.0,18.0,0.0,mercadona,0.0,
Pan con 5 Semillas y Fibra,273.6842105263158,6.394736842105264,40.0,10.894736842105262,0.0,mercadona,18.10699588477366,0.0
Vinagre Balsámico de Módena,123.0,0.0,25.0,1.0,0.06,mercadona,,100.0
Mezcla Frutos Secos,498.00000000000006,28.800000000000004,41.0,14.800000000000002,1.7000000000000002,mercadona,10.069444444444445,16.585365853658537
Coliflor Ultracongelada,28.000000000000004,0.3,3.1,2.2,0.04,mercadona,33.333333333333336,83.87096774193549
Arroz Cocido,167.2,1.04,34.4,4.0,1.0,mercadona,0.0,3.023255813953489
Mostaza,75.0,5.3,2.3,3.8,2.6,mercadona,5.660377358490567,43.47826086956522
Tortitas de Legumbres,366.0,3.1,55.00000000000001,25.0,1.7000000000000002,mercadona,22.58064516129032,3.636363636363636
Pistachos Tostados sin Sal,616.0,53.0,11.0,22.0,0.0,mercadona,12.264150943396226,100.0
Leche Evaporada ,109.0,4.0,11.0,7.400000000000001,0.55,mercadona,62.5,100.0
Queso Burgos Desnatado 0%,68.8,0.16,4.48,12.32,0.8,mercadona,59.99999999999994,100.0
Piña en Rodajas 100% Natural,57.99999999999999,0.0,14.000000000000002,0.5,0.0,mercadona,,71.42857142857142
Carne Picada Cerdo,212.0,16.0,1.0,17.0,0.0,mercadona,31.25,100.0
Lechuga Romana Lavada,14.000000000000002,0.5,1.4,1.0,0.02,mercadona,8.0,85.71428571428572
+Proteínas Batido Plátano,50.0,0.2857142857142857,4.607142857142858,7.142857142857142,0.1285714285714285,mercadona,37.49999999999999,93.02325581395348
Pinchitos de Pollo,91.0,1.0,0.8,19.7,0.48,mercadona,37.0,87.49999999999999
Cereales Rellenos de Leche,446.6666666666667,15.333333333333332,65.0,10.0,1.933333333333333,mercadona,50.0,49.23076923076923
Kefir Natural 0%,36.0,0.5,4.8,3.9,0.17,mercadona,20.0,50.0
Ñoquis Queso,144.0,3.8,23.0,4.1,1.0,mercadona,44.736842105263165,3.043478260869565
Pan Brioche,323.0,9.3,52.900000000000006,7.9,1.0,mercadona,64.51612903225806,22.3062381852552
Pizza 4 Quesos,276.0,9.3,34.0,13.8,1.4,mercadona,55.91397849462365,6.470588235294119
Pincho de Pollo,106.0,2.3,1.4,19.9,1.94,mercadona,16.086956521739133,50.0
Calabaza,45.0,0.1,12.0,1.0,0.0,mercadona,0.0,18.333333333333336
Gambas Congeladas,72.0,1.0,1.0,14.7,2.5,mercadona,20.0,100.0
Leche de Coco,165.0,17.0,2.9,0.5,0.0,mercadona,88.23529411764706,86.20689655172414
Chuletas de Aguja ,186.0,12.4,0.9000000000000001,17.8,0.2,mercadona,39.51612903225807,0.0
Bonito del Norte en Aceite de Oliva ,331.0,31.0,0.5,17.0,0.0,mercadona,11.612903225806454,100.0
Helado + Proteinas Banana Brownie,147.0,4.8,17.0,9.3,0.2,mercadona,70.83333333333334,58.82352941176471
Piadina,315.0,8.5,52.5,6.999999999999999,4.6875,mercadona,14.705882352941178,10.952380952380953
Mermelada de Fresa Light,40.0,0.0,11.5,0.6,0.0,mercadona,,40.869565217391305
Baguette,268.0,1.0,55.00000000000001,8.5,3.0,mercadona,20.0,4.181818181818181
Arroz Integral Microondas,208.8,4.48,36.0,4.64,0.0,mercadona,17.857142857142858,1.3333333333333333
Harina de Trigo,350.0,1.3,73.0,10.0,0.02,mercadona,7.6923076923076925,0.821917808219178
Regaña,445.7142857142857,14.857142857142858,64.28571428571429,11.142857142857142,0.0,mercadona,17.307692307692303,0.0
Batata Microondas,60.0,0.08,11.8,2.3,0.02,mercadona,37.5,4.23728813559322
Aceite de Coco Virgen Extra ,900.0,100.0,0.0,0.0,0.0,mercadona,94.5,
Pan de Molde Integral sin Azúcares Añadidos,244.8275862068965,3.793103448275863,37.93103448275862,11.03448275862069,1.3103448275862069,mercadona,18.18181818181818,6.363636363636364
Albóndigas de Pollo,111.0,5.2,7.000000000000001,8.5,1.55,mercadona,28.846153846153843,28.57142857142857
Filete de Pechuga de Pollo Corte Fino,108.0,1.8000000000000005,0.5,22.0,0.0,mercadona,33.33333333333332,0.0
Filetes de Merluza del Cabo sin Piel ,82.0,1.2,0.5,18.0,0.6,mercadona,25.0,100.0
Pan de Centeno,272.7272727272727,7.636363636363637,34.54545454545455,10.0,0.0,mercadona,14.285714285714285,7.368421052631577
Tortillas Integrales de Trigo,272.22222222222223,5.833333333333333,41.66666666666667,9.166666666666666,1.3888888888888888,mercadona,28.571428571428577,4.666666666666666
Tiras de Pechuga de Pollo al Horno,107.0,1.2,0.6,23.4,4.5,mercadona,33.333333333333336,100.0
Tortitas de Maíz Jamón Serrano,417.1428571428572,8.571428571428571,77.14285714285715,6.857142857142858,2.3142857142857145,mercadona,10.0,0.0
Salchichas de Pollo,187.0,13.4,4.8,11.3,1.8000000000000005,mercadona,31.343283582089555,10.416666666666668
Salsa Yogur,257.0,23.9,8.7,0.8,2.5,mercadona,12.97071129707113,95.40229885057472
Cabecero de Lomo,270.0,16.0,0.5,31.0,0.01,mercadona,41.875,100.0
Barrita de Cereales con Espelta Sabor Manzana,346.0,6.1,55.00000000000001,6.1,0.6,mercadona,11.475409836065571,8.727272727272725
Rodajas de Atún de Aleta Amarilla Congeladas,82.0,0.11,1.0,19.9,1.0,mercadona,27.27272727272727,10.0
Espárrago Verde Entero ,28.000000000000004,0.6,2.0,2.9,0.01,mercadona,16.666666666666668,95.0
Ensalada Mixta,98.0,6.9,7.000000000000001,1.1,0.62,mercadona,11.594202898550725,39.99999999999999
Salsa de Soja sin Gluten,56.99999999999999,0.1,2.0,10.0,0.04,mercadona,0.0,5.0
Gambas Cocidas,91.0,0.9000000000000001,0.5,20.8,2.0,mercadona,22.22222222222222,100.0
Sardinas en Aceite de Oliva,207.0,12.3,0.4,19.8,0.8,mercadona,31.138211382113816,125.0
Queso Cheddar,392.0,32.0,0.0,26.0,4.5,mercadona,68.75,
Harina de Arroz,347.0,0.5,79.0,7.400000000000001,0.0,mercadona,72.0,0.6329113924050633
Pan Rustico,269.0,1.3,56.00000000000001,7.3,0.0,mercadona,23.07692307692308,4.107142857142857
Parrillada de Verduras Asadas con Patata,55.00000000000001,0.0,10.0,2.2,0.07,mercadona,,47.0
Yogur Natural sin Lactosa 0% ,36.8,0.08,4.88,4.079999999999999,0.0,mercadona,100.0,100.0
Longaniza de Pollo Fresca,130.0,6.0,2.0,16.0,0.0,mercadona,30.00000000000001,25.0
Wok de Verduras Asiático,54.0,2.3,5.3,1.7000000000000002,1.82,mercadona,12.608695652173912,88.67924528301887
Ensaimadas,425.6410256410256,25.64102564102564,35.8974358974359,9.487179487179487,1.5384615384615383,mercadona,49.00000000000001,31.42857142857144
Almendras Naturales,603.0,51.0,5.4,25.0,0.0,mercadona,7.647058823529411,100.0
Panecillos Tostados Integrales,405.55555555555554,8.055555555555555,68.33333333333333,11.666666666666666,2.7777777777777777,mercadona,44.82758620689656,8.536585365853659
Espinacas Baby,22.0,0.8,1.0,2.7,0.14,mercadona,25.0,90.00000000000001
Nuggets de Pollo,230.0,13.4,16.6,10.4,1.1,mercadona,20.149253731343283,12.650602409638552
Patas de Pulpo Cocido,75.0,0.8,0.0,17.0,0.55,mercadona,25.0,
Crema de Verduras,46.400000000000006,2.6,4.720000000000001,0.5599999999999999,0.72,mercadona,15.384615384615383,23.72881355932203
Pan Avena 35%,265.0,6.800000000000001,35.0,13.0,0.88,mercadona,10.294117647058822,11.428571428571429
Cocktail Natural,651.0,58.8,5.6,20.4,0.0,mercadona,10.034013605442178,92.85714285714288
Huevos Cocidos,121.0,7.7,0.5,13.0,0.3,mercadona,35.064935064935064,100.0
Yogur 0% Natural Edulcorado,38.4,0.08,4.88,4.48,0.152,mercadona,0.0,100.0
Maxi York Finas Lonchas,102.0,3.2,7.1,11.3,0.01,mercadona,34.375,14.084507042253522
Merluza Rebozada,198.0,11.2,11.8,12.2,1.02,mercadona,10.178571428571429,1.694915254237288
Napolitana Chocolate,441.0,27.0,43.0,5.6,0.59,mercadona,44.44444444444444,48.837209302325576
Flan Proteico ,62.0,0.2,6.2,10.0,0.0,mercadona,0.0,0.0
Ternera,127.0,4.9,0.5,20.0,0.0,mercadona,30.61224489795918,100.0
Maiz para Palomitas,340.0,4.4,59.0,10.1,0.0,mercadona,18.181818181818183,1.694915254237288
Espárragos Delgados Blancos Enteros,21.0,0.3,2.8,1.1,0.79,mercadona,33.333333333333336,60.71428571428572
Leche en Polvo Desnatada,357.0,1.0,54.50000000000001,32.5,1.3,mercadona,70.0,100.0
Croquetas de Jamón,205.0,10.0,20.0,7.400000000000001,0.0,mercadona,20.0,28.500000000000004
Pizza Barbacoa,250.0,9.1,30.1,11.9,1.7000000000000002,mercadona,39.56043956043957,4.318936877076411
Pechuga de Pollo Empanada,141.0,1.4,17.5,14.499999999999998,0.0,mercadona,35.714285714285715,19.42857142857143
Filetes de Caballa del Sur en Aceite de Oliva,202.0,11.0,0.5,24.0,1.0,mercadona,26.36363636363636,100.0
